category_order,category,row_order,move_name,input_raw_display,input_token_json,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scaling,drive_gain_on_hit,drive_loss_on_block,drive_loss_on_punish_counter,sa_gain,attribute,notes,enrichment_status,enrichment_review_flags,enrichment_review_queues,supercombo_match_status,supercombo_match_method,supercombo_candidate_count,supercombo_field_conflicts,supercombo_field_comparisons_json,human_review_status,human_review_decision,human_review_value_policy,human_review_note,supercombo_section,supercombo_move_type,supercombo_move_id,supercombo_input,supercombo_name,supercombo_damage,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_total,supercombo_hit_advantage,supercombo_block_advantage,supercombo_guard,supercombo_cancel,supercombo_hitconfirm,supercombo_chip,supercombo_damage_scaling,supercombo_punish_advantage,supercombo_perfect_parry_advantage,supercombo_drive_rush_cancel_on_hit,supercombo_drive_rush_cancel_on_block,supercombo_after_drive_rush_on_hit,supercombo_after_drive_rush_on_block,supercombo_hitstun,supercombo_blockstun,supercombo_hitstop,supercombo_drive_damage_block,supercombo_drive_damage_hit,supercombo_drive_gain,supercombo_super_gain_hit,supercombo_super_gain_block,supercombo_invuln,supercombo_armor,supercombo_airborne,supercombo_attack_range,supercombo_range_notes,supercombo_juggle_start,supercombo_juggle_increase,supercombo_juggle_limit,supercombo_projectile_speed,supercombo_pushback_hit,supercombo_pushback_block,supercombo_images,supercombo_hitboxes,supercombo_notes
1,通常技,1,立ち弱P （ベアアタック）,icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""立ち弱P （ベアアタック）""}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",5,5-7,10,3,-3,C,300,始動補正20%,250,-500,-2000,300,上,,enriched,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""5-7"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""10"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}",,,,,Normals and Target Combos,ground_normal,blanka_5lp,5LP,Standing Light Punch,300,5,3,10,17,+3,-3,LH,Sp SA,13,,20% Starter,+7,-11,+6,0,+7,+1,16,10,9,500,[2000],250,300 (210),150 (75),,,,1.36,,1,1,0,,,,SF6_Blanka_5lp.png,SF6_Blanka_5lp_hitbox.png,Mostly used for special cancels (cannot link or chain into other normals); SA2 cancel: +5/-1; Forward Hop cancel: -12/-18; Coward Crouch cancel: -3/-9
1,通常技,12,しゃがみ強K （ビーストテイル）,key-d key-plus icon_kick_h 強,"[{""type"": ""text"", ""value"": ""しゃがみ強K （ビーストテイル）""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",11,11-14,23,D,-12,,900,,2000,-5000,-10000,1000,下,パニッシュカウンター時ダウン時間増加、ハードノックダウン,enriched,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""11-14"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""900"", ""official_raw"": ""900"", ""supercombo"": ""900"", ""supercombo_raw"": ""900""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""23"", ""official_raw"": ""23"", ""supercombo"": ""23"", ""supercombo_raw"": ""23""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""11"", ""official_raw"": ""11"", ""supercombo"": ""11"", ""supercombo_raw"": ""11""}}",,,,,Normals and Target Combos,ground_normal,blanka_2hk,2HK,Crouching Heavy Kick,900,11,4,23,37,KD +25,-12,L,-,,,,HKD +46,-25,,,KD +25,-8,,15,13,5000,[10000],2000,1000 (700),500 (250),,,,1.865,,1,1,5,,,,SF6_Blanka_2hk.png,SF6_Blanka_2hk_hitbox.png,Has juggle potential even without Drive Rush
1,通常技,13,ジャンプ弱P （パンサークロー）,（ジャンプ中に） icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""ジャンプ弱P （パンサークロー）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",4,4-8,着地後3,,,,300,,500,-1500,-2000,300,中,,enriched,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""4-8"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""4"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}}",,,,,Normals and Target Combos,air_normal,blanka_jlp,j.LP,Jumping Light Punch,300,4,5,3 land,-,+3(+9),-1(+5),H,-,,,,+7(+13),-8(-2),,,,,13,9,9,1500,[2000],500,300 (210),150 (75),,,,1.49 (1.19),,1,1,0,,,,SF6_Blanka_jlp.png,"SF6_Blanka_jlp_hitbox_preview.png, SF6_Blanka_jlp_hitbox_1.png, SF6_Blanka_jlp_hitbox_2.png",Decent air-to-air
1,通常技,14,ジャンプ弱K （フライングヴァイパー）,（ジャンプ中に） icon_kick_l 弱,"[{""type"": ""text"", ""value"": ""ジャンプ弱K （フライングヴァイパー）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_l"", ""src"": ""/6/assets/images/common/controller/icon_kick_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",5,5-10,着地後3,,,,300,,500,-1500,-2000,300,中,,enriched,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""5-10"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}",,,,,Normals and Target Combos,air_normal,blanka_jlk,j.LK,Jumping Light Kick,300,5,6,3 land,-,+5(+9),+1(+5),H,-,,,,+9(+13),-6(-2),,,,,13,9,9,1500,[2000],500,300 (210),150 (75),,,,1.40,,1,1,0,,,,SF6_Blanka_jlk.png,SF6_Blanka_jlk_hitbox.png,Decent air-to-air
1,通常技,15,ジャンプ中P （フィストドロップ）,（ジャンプ中に） icon_punch_m 中,"[{""type"": ""text"", ""value"": ""ジャンプ中P （フィストドロップ）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",7,7-13,着地後3,,,C,700,,1000,-2500,-4000,500,中,空中ヒット時吹き飛びダウン,enriched,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7-13"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""700"", ""official_raw"": ""700"", ""supercombo"": ""700"", ""supercombo_raw"": ""700""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}}",,,,,Normals and Target Combos,air_normal,blanka_jmp,j.MP,Jumping Medium Punch,700,7,7,3 land,-,+5(+11),+1(+7),H,Sp,,,,+9(+15),-8(-2),,,,,15,11,11,2500,[4000],1000,500 (350),250 (125),,,,1.21,,1,2,2,,,,SF6_Blanka_jmp.png,SF6_Blanka_jmp_hitbox.png,Puts airborne opponents into limited juggle state; cancelable into Aerial Rolling Attack; lower body projectile invuln 7-22f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
1,通常技,16,ジャンプ中K （ワイルドヒール）,（ジャンプ中に） icon_kick_m 中,"[{""type"": ""text"", ""value"": ""ジャンプ中K （ワイルドヒール）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_m"", ""src"": ""/6/assets/images/common/controller/icon_kick_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",7,7-12,着地後3,,,,500,,1000,-2500,-4000,500,中,めくり性能,enriched,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""7-12"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""500"", ""official_raw"": ""500"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}}",,,,,Normals and Target Combos,air_normal,blanka_jmk,j.MK,Jumping Medium Kick,500,7,6,3 land,-,+7(+13),+3(+9),H,-,,,,+11(+17),-8(-2),,,,,17,13,11,2500,[4000],1000,500 (350),250 (125),,,,1.11,,1,1,0,,,,SF6_Blanka_jmk.png,SF6_Blanka_jmk_hitbox.png,Cross-up; lower body projectile invuln 7-17f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
1,通常技,17,ジャンプ強P （サバイバルクロー）,（ジャンプ中に） icon_punch_h 強,"[{""type"": ""text"", ""value"": ""ジャンプ強P （サバイバルクロー）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",9,9,着地後3,,,,800,,2000,-4000,-5000,1000,中,空中ヒット時叩き付けダウン,enriched_review_required,basic_field_conflict:active_duration;supercombo_row_reused,field_conflict;structural_ambiguity,matched,exact_input+family_input+same_family+category_move_type+startup_match+recovery_match+damage_match,1,active_duration,"{""active_duration"": {""comparable"": true, ""match"": false, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}",,,,,Normals and Target Combos,air_normal,blanka_jhp,j.HP,Jumping Heavy Punch,800,9,4,3 land,-,+5(+15),+1(+11),H,-,,,,+9(+19),-12(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,1.46 (0.97),,1,1,0,,,,SF6_Blanka_jhp.png,"SF6_Blanka_jhp_hitbox_preview.png, SF6_Blanka_jhp_hitbox_1.png, SF6_Blanka_jhp_hitbox_2.png",Causes spike knockdown vs. airborne opponents; lower body projectile invuln 9-23f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
1,通常技,18,ジャンプ強K （サバイバルキック）,（ジャンプ中に） icon_kick_h 強,"[{""type"": ""text"", ""value"": ""ジャンプ強K （サバイバルキック）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",11,11-16,着地後3,,,,800,,2000,-4000,-5000,1000,中,,enriched,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""11-16"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""11"", ""official_raw"": ""11"", ""supercombo"": ""11"", ""supercombo_raw"": ""11""}}",,,,,Normals and Target Combos,air_normal,blanka_jhk,j.HK,Jumping Heavy Kick,800,11,6,3 land,-,+8(+15),+4(+11),H,-,,,,+12(+19),-9(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,1.28,,1,1,0,,,,SF6_Blanka_jhk.png,SF6_Blanka_jhk_hitbox.png,Blanka's main horizontal jump-in tool; lower body projectile invuln 11-19f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
1,通常技,19,垂直ジャンプ強P （サバイバルクロー (垂直)）,（垂直ジャンプ中に） icon_punch_h 強,"[{""type"": ""text"", ""value"": ""垂直ジャンプ強P （サバイバルクロー (垂直)）""}, {""type"": ""text"", ""value"": ""（垂直ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",7,7-9,着地後3,,,,800,,2000,-4000,-5000,1000,中,空中ヒット時吹き飛びダウン,enriched_review_required,"basic_field_conflict:active_duration,startup;supercombo_row_reused",field_conflict;structural_ambiguity,matched,exact_input+family_input+same_family+category_move_type+recovery_match+damage_match,1,"active_duration,startup","{""active_duration"": {""comparable"": true, ""match"": false, ""official"": ""3"", ""official_raw"": ""7-9"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""800"", ""official_raw"": ""800"", ""supercombo"": ""800"", ""supercombo_raw"": ""800""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": false, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}",,,,,Normals and Target Combos,air_normal,blanka_jhp,j.HP,Jumping Heavy Punch,800,9,4,3 land,-,+5(+15),+1(+11),H,-,,,,+9(+19),-12(-2),,,,,19,15,13,4000,[5000],2000,1000 (700),500 (250),,,,1.46 (0.97),,1,1,0,,,,SF6_Blanka_jhp.png,"SF6_Blanka_jhp_hitbox_preview.png, SF6_Blanka_jhp_hitbox_1.png, SF6_Blanka_jhp_hitbox_2.png",Causes spike knockdown vs. airborne opponents; lower body projectile invuln 9-23f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
2,特殊技,20,ロッククラッシュ,key-r key-plus icon_punch_m 中,"[{""type"": ""text"", ""value"": ""ロッククラッシュ""}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",20,20-22,20,3,-3,,600,,1500,-2500,-5000,500,※中上,※初段が空振り時のみ2段目が中段判定,enriched_review_required,uncomparable_basic_field:active_duration,uncomparable_notation,matched,exact_input+family_input+same_family+category_move_type+startup_match+recovery_match,1,,"{""active_duration"": {""comparable"": false, ""official"": ""3"", ""official_raw"": ""20-22"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""2,1""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""600"", ""official_raw"": ""600"", ""reason"": ""multihit_damage_sum"", ""supercombo"": ""600"", ""supercombo_raw"": ""300x2""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""20"", ""official_raw"": ""20"", ""supercombo"": ""20"", ""supercombo_raw"": ""20""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""20"", ""official_raw"": ""20"", ""supercombo"": ""20"", ""supercombo_raw"": ""20""}}",,,,,Normals and Target Combos,ground_normal,blanka_6mp,6MP,Rock Crusher,300x2,20,"2,1",20,42,+3,-3,"H,H",-,,,,+7,-21,,,+7,+1,26(24),20(18),"8,8",1250x2,[2500x2],750x2,250x2 (175x2),125x2 (62x2),,,,1.783 (1.163),,1,1,0,,,,SF6_Blanka_6mp.png,"SF6_Blanka_6mp_hitbox_preview.png, SF6_Blanka_6mp_hitbox_1.png, SF6_Blanka_6mp_hitbox_2.png",2nd hit is no longer an overhead if the first hit connects; Counter-hit/Punish Counter bonus advantage carries through both hits
2,特殊技,21,ダブルニーボンバー,key-r key-plus icon_kick_m 中,"[{""type"": ""text"", ""value"": ""ダブルニーボンバー""}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_m"", ""src"": ""/6/assets/images/common/controller/icon_kick_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",9,9-20,18,6,-2,,600,,2000,-2000,-3000,500,上,初段が空中ヒット時吹き飛びダウン 強制立ち効果,enriched_review_required,uncomparable_basic_field:active_duration,uncomparable_notation,matched,exact_input+family_input+same_family+category_move_type+startup_match+recovery_match,1,,"{""active_duration"": {""comparable"": false, ""official"": ""12"", ""official_raw"": ""9-20"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""3(7)2""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""600"", ""official_raw"": ""600"", ""reason"": ""multihit_damage_sum"", ""supercombo"": ""600"", ""supercombo_raw"": ""300x2""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""18"", ""official_raw"": ""18"", ""supercombo"": ""18"", ""supercombo_raw"": ""18""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}",,,,,Normals and Target Combos,ground_normal,blanka_6mk,6MK,Double Knee Bombs,300x2,9,3(7)2,18,38,+6,-2,LH,-,,,,+10,-18,,,+10,+3,36(26),28(18),"8,8",2000x2,[3000x2],1000x2,250x2 (175x2),125x2 (62x2),,,,1.73 (1.32),,0/1,0/1,0,,,,SF6_Blanka_6mk.png,"SF6_Blanka_6mk_hitbox_preview.png, SF6_Blanka_6mk_hitbox_1.png, SF6_Blanka_6mk_hitbox_2.png","Low Crush 9-23f (not airborne); forward moving attack that can easily confirm into a combo on hit; Forces stand (ensuring that Vertical Roll can be comboed into); Counter-hit/Punish Counter bonus advantage carries through both hits; cannot hit behind Blanka; 1st hit puts airborne opponents into limited juggle state, allowing both hits to connect safely"
2,特殊技,22,ワイルドエッジ,key-l key-plus icon_kick_m 中,"[{""type"": ""text"", ""value"": ""ワイルドエッジ""}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_m"", ""src"": ""/6/assets/images/common/controller/icon_kick_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",9,9-14,12,8,2,C,600,,1500,-3000,-4000,500,上,,enriched,,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""9-14"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""600"", ""official_raw"": ""600"", ""supercombo"": ""600"", ""supercombo_raw"": ""600""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""12"", ""official_raw"": ""12"", ""supercombo"": ""12"", ""supercombo_raw"": ""12""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}",,,,,Normals and Target Combos,ground_normal,blanka_4mk,4MK,Wild Edge,600,9,6,12,26,+8,+2,LH,Sp SA,20,,,+12,-16,+16,+10,+12,+6,26,20,11,3000,[4000],1500,500 (350),250 (125),"1-3 (Head), 4-14 Air (Head)",,,1.519 (Stand),,1,1,0,,,,SF6_Blanka_4mk.png,SF6_Blanka_4mk_hitbox.png,"Important tool for combos, frame traps, and anti-airs; high active frame count makes it a great meaty option; very lenient cancel window for hitconfirms; good horizontal anti-air; most of the leg hitbox whiffs on crouching opponents unless they extend a vertical hurtbox (only hits crouchers at point blank); SA2 cancel: +15/+9; Forward Hop cancel: -2/-8; Coward Crouch cancel: +7/+1"
