category_order,category,row_order,move_name,input_raw_display,input_token_json,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scaling,drive_gain_on_hit,drive_loss_on_block,drive_loss_on_punish_counter,sa_gain,attribute,notes,enrichment_status,enrichment_review_flags,supercombo_match_status,supercombo_match_method,supercombo_candidate_count,supercombo_field_conflicts,supercombo_field_comparisons_json,human_review_status,human_review_decision,human_review_value_policy,human_review_note,supercombo_section,supercombo_move_type,supercombo_move_id,supercombo_input,supercombo_name,supercombo_damage,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_total,supercombo_hit_advantage,supercombo_block_advantage,supercombo_guard,supercombo_cancel,supercombo_hitconfirm,supercombo_chip,supercombo_damage_scaling,supercombo_punish_advantage,supercombo_perfect_parry_advantage,supercombo_drive_rush_cancel_on_hit,supercombo_drive_rush_cancel_on_block,supercombo_after_drive_rush_on_hit,supercombo_after_drive_rush_on_block,supercombo_hitstun,supercombo_blockstun,supercombo_hitstop,supercombo_drive_damage_block,supercombo_drive_damage_hit,supercombo_drive_gain,supercombo_super_gain_hit,supercombo_super_gain_block,supercombo_invuln,supercombo_armor,supercombo_airborne,supercombo_attack_range,supercombo_range_notes,supercombo_juggle_start,supercombo_juggle_increase,supercombo_juggle_limit,supercombo_projectile_speed,supercombo_pushback_hit,supercombo_pushback_block,supercombo_images,supercombo_hitboxes,supercombo_notes
1,通常技,1,立ち弱P（裏拳）,icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""立ち弱P（裏拳）""}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",5,5-6,8,5,-2,C,270,始動補正20%,250,-500,-2000,300,上,,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""5-6"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""270"", ""official_raw"": ""270"", ""supercombo"": ""270"", ""supercombo_raw"": ""270""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}",,,,,Normals and Target Combos,ground_normal,kimberly_5lp,5LP,Standing Light Punch,270,5,2,8,14,+5,-2,LH,Chn Sp SA TC,12,,20% Starter,+9,-8,+5,-2,+9,+2,15,8,9,500,[2000],250,300 (210),150 (75),,,,0.97,"Kimberly's shortest light punish, but links into 5HP on Punish Counter for stronger conversions",1,1,0,,,,SF6_Kimberly_5lp.png,SF6_Kimberly_5lp_hitbox.png,Chains into 5LP/2LP/2LK or into Bushin Prism Strikes; Run~Stop cancel: -8/-15 (OD: -5/-12)
1,通常技,12,しゃがみ強K（水面蹴り）,key-d key-plus icon_kick_h 強,"[{""type"": ""text"", ""value"": ""しゃがみ強K（水面蹴り）""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",8,8-10,24,D,-10,,810,,2500,-5000,-10000,1200,下,パニッシュカウンター時ダウン時間増加、ハードノックダウン,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""8-10"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""810"", ""official_raw"": ""810"", ""supercombo"": ""810"", ""supercombo_raw"": ""810""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""24"", ""official_raw"": ""24"", ""supercombo"": ""24"", ""supercombo_raw"": ""24""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}",,,,,Normals and Target Combos,ground_normal,kimberly_2hk,2HK,Water Kick,810,8,3,24,34,KD +38,-10,L,-,,,,HKD +43,-25,,,KD +38,-6,,17,13,5000,[10000],2500,1200 (840),600 (300),,,,1.52,Less range on active frames 2-3,1,1,5,,,,SF6_Kimberly_2hk.png,SF6_Kimberly_2hk_hitbox.png,Has some juggle potential; can be used in place of 236LP in some juggles for extra meter build and higher KD advantage
1,通常技,13,ジャンプ弱P（空平手）,（ジャンプ中に） icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""ジャンプ弱P（空平手）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",4,4-13,着地後3,,,,270,,500,-1500,-2000,300,中,,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""4-13"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""270"", ""official_raw"": ""270"", ""supercombo"": ""270"", ""supercombo_raw"": ""270""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""4"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}}",,,,,Normals and Target Combos,air_normal,kimberly_jlp,j.LP,Jumping Light Punch,270,4,10,3 land,-,+7(+9),+3(+5),H,-,,,,+11(+13),-4(-2),,,,,13,9,9,1500,[2000],500,300 (210),150 (75),,,,0.75,,1,1,0,,,,SF6_Kimberly_jlp.png,SF6_Kimberly_jlp_hitbox.png,Quick air-to-air
1,通常技,14,ジャンプ弱K（跳び膝）,（ジャンプ中に） icon_kick_l 弱,"[{""type"": ""text"", ""value"": ""ジャンプ弱K（跳び膝）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_l"", ""src"": ""/6/assets/images/common/controller/icon_kick_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",5,5-14,着地後3,,,,270,,500,-1500,-2000,300,中,めくり性能,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""5-14"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""270"", ""official_raw"": ""270"", ""supercombo"": ""270"", ""supercombo_raw"": ""270""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}",,,,,Normals and Target Combos,air_normal,kimberly_jlk,j.LK,Jumping Heavy Kick,270,5,10,3 land,-,+5(+10),+1(+6),H,-,,,,+9(+14),-7(-2),,,,,14,10,9,1500,[2000],500,300 (210),150 (75),,,,0.55,,2,1,0,,,,SF6_Kimberly_jlk.png,SF6_Kimberly_jlk_hitbox.png,"Cross-up; can be used as a fuzzy instant overhead (vs. Blanka, will not work after perfect safe jump j.HP/j.HK timing, making it useless in corner spraycan setup)"
1,通常技,15,ジャンプ中P（空裏拳）,（ジャンプ中に） icon_punch_m 中,"[{""type"": ""text"", ""value"": ""ジャンプ中P（空裏拳）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",6,6-9,着地後3,,,C,450,,1000,-2500,-5000,500,中,空中ヒット時吹き飛びダウン,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""4"", ""official_raw"": ""6-9"", ""supercombo"": ""4"", ""supercombo_raw"": ""4""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""450"", ""official_raw"": ""450"", ""supercombo"": ""450"", ""supercombo_raw"": ""450""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""6"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}",,,,,Normals and Target Combos,air_normal,kimberly_jmp,j.MP,Jumping Medium Punch,450,6,4,3 land,-,+11(+13),+7(+9),H,Sp SA2,,,,+15(+17),-4(-2),,,,,17,13,11,2500,[5000],1000,500 (350),250 (125),,,,0.90,,4,4,4,,,,SF6_Kimberly_jmp.png,SF6_Kimberly_jmp_hitbox.png,"Puts airborne opponents into limited juggle state; lower body projectile invuln 6-28f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
1,通常技,16,ジャンプ中K（会心脚）,（ジャンプ中に） icon_kick_m 中,"[{""type"": ""text"", ""value"": ""ジャンプ中K（会心脚）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_m"", ""src"": ""/6/assets/images/common/controller/icon_kick_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",7,7-12,着地後3,,,,540,,1000,-2500,-4000,500,中,めくり性能,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""7-12"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""540"", ""official_raw"": ""540"", ""supercombo"": ""540"", ""supercombo_raw"": ""540""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}}",,,,,Normals and Target Combos,air_normal,kimberly_jmk,j.MK,Jumping Medium Kick,540,7,6,3 land,-,+8(+13),+4(+9),H,-,,,,+12(+17),-7(-2),,,,,17,13,11,2500,[4000],1000,500 (350),250 (125),,,,1.06,,2,1,0,,,,SF6_Kimberly_jmk.png,SF6_Kimberly_jmk_hitbox.png,Cross-up; lower body projectile invuln 7-30f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
1,通常技,17,ジャンプ強P（空肘打ち）,（ジャンプ中に） icon_punch_h 強,"[{""type"": ""text"", ""value"": ""ジャンプ強P（空肘打ち）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",8,8-12,着地後3,,,,630,,2000,-4000,-5000,1000,中,,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""8-12"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""630"", ""official_raw"": ""630"", ""supercombo"": ""630"", ""supercombo_raw"": ""630""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}",,,,,Normals and Target Combos,air_normal,kimberly_jhp,j.HP,Jumping Heavy Punch,630,8,5,3 land,-,+9(+16),+4(+11),H,-,,,,+13(+20),-9(-2),,,,,20,15,13,4000,[5000],2000,1000 (700),500 (250),,,,0.68,,0,0,5,,,,SF6_Kimberly_jhp.png,SF6_Kimberly_jhp_hitbox.png,Causes spike knockdown vs. airborne opponents; best hitbox for opponents directly below Kimberly; useful in juggles with 2 spraycans as it does not increase the opponent's juggle count; lower body projectile invuln 8-30f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
1,通常技,18,ジャンプ強K（旋回蹴り）,（ジャンプ中に） icon_kick_h 強,"[{""type"": ""text"", ""value"": ""ジャンプ強K（旋回蹴り）""}, {""type"": ""text"", ""value"": ""（ジャンプ中に）""}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",9,9-14,着地後3,,,,630,,2000,-4000,-5000,1000,中,,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""6"", ""official_raw"": ""9-14"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""630"", ""official_raw"": ""630"", ""supercombo"": ""630"", ""supercombo_raw"": ""630""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""land:3"", ""official_raw"": ""着地後3"", ""reason"": ""landing_recovery_equivalent"", ""supercombo"": ""land:3"", ""supercombo_raw"": ""3 land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""9"", ""official_raw"": ""9"", ""supercombo"": ""9"", ""supercombo_raw"": ""9""}}",,,,,Normals and Target Combos,air_normal,kimberly_jhk,j.HK,Jumping Heavy Kick,630,9,6,3 land,-,+11(+16),+6(+11),H,-,,,,+15(+20),-7(-2),,,,,20,15,13,4000,[5000],2000,1000 (700),500 (250),,,,1.09,,2,5,5,,,,SF6_Kimberly_jhk.png,SF6_Kimberly_jhk_hitbox.png,Great horizontal range and a good downward hitbox; useful for air resets after corner wallsplat into 6HK; lower body projectile invuln 9-35f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
2,特殊技,19,水切り蹴り,key-dr key-plus icon_kick_m 中,"[{""type"": ""text"", ""value"": ""水切り蹴り""}, {""type"": ""image"", ""value"": ""key-dr"", ""src"": ""/6/assets/images/common/controller/key-dr.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dr.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_m"", ""src"": ""/6/assets/images/common/controller/icon_kick_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",11,11-20,16,1,-5,,450,始動補正15%,1000,-2000,-4000,500,下,持続1～4Fパニッシュカウンター時ダウン,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""10"", ""official_raw"": ""11-20"", ""supercombo"": ""10"", ""supercombo_raw"": ""10""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""450"", ""official_raw"": ""450"", ""supercombo"": ""450"", ""supercombo_raw"": ""450""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""16"", ""official_raw"": ""16"", ""supercombo"": ""16"", ""supercombo_raw"": ""16""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""11"", ""official_raw"": ""11"", ""supercombo"": ""11"", ""supercombo_raw"": ""11""}}",,,,,Normals and Target Combos,ground_normal,kimberly_3mk,3MK,Water Slicer Slide,450,11,10,16,36,+1(+6),-5(0),L,-,,,15% Starter,+5(+10) / KD +37,-24(-15),,,+5(+10),-1(+4),23,17,11,2000,[4000],1000,500 (350),250 (125),9-21 Upper Body Projectile,,,2.564 (2.027),,1,1,0,,,,SF6_Kimberly_3mk.png,SF6_Kimberly_3mk_hitbox.png,"Low profile 9-21f (combined with upper body projectile invuln, great at avoiding projectiles); the large extended hurtbox above her leg is also projectile invuln (more susceptible to mid counter-pokes in neutral); if it connects in a free juggle, puts airborne opponents into limited juggle state; the first 4 active frames have a set recovery that locks the frame advantage to +1/-5, and also cause a knockdown on Punish Counter (does not apply to later active frames, allowing combo extensions after punishing projectiles)"
2,特殊技,20,風車,key-l key-plus icon_kick_h 強,"[{""type"": ""text"", ""value"": ""風車""}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",22,22-23,19,4,-3,,720,始動補正25%,2500,-5000,-10000,1000,中,強制しゃがみ効果,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""22-23"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""720"", ""official_raw"": ""720"", ""supercombo"": ""720"", ""supercombo_raw"": ""720""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""19"", ""official_raw"": ""19"", ""supercombo"": ""19"", ""supercombo_raw"": ""19""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""22"", ""official_raw"": ""22"", ""supercombo"": ""22"", ""supercombo_raw"": ""22""}}",,,,,Normals and Target Combos,ground_normal,kimberly_4hk,4HK,Windmill Kick,720,22,2,19,42,+4,-3,H,-,,,25% Starter,+8,-19,,,+8,+1,25,18,13,5000,[10000],2500,1000 (700),500 (250),,,,1.195,,1,10,10,,,,SF6_Kimberly_4hk.png,SF6_Kimberly_4hk_hitbox.png,"Forces crouch on hit, making opponents wider for easier follow-up links; causes spike KD vs. airborne opponents; allows link to 2LP naturally, and 5MP link out of Drive Rush (DR momentum does not allow 2MP, 5MP or 2HP to reach opponent)"
2,特殊技,21,飛箭蹴,key-r key-plus icon_kick_h 強,"[{""type"": ""text"", ""value"": ""飛箭蹴""}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",27,27-29,※21,1,-3,,720,始動補正20%,3000,-4000,-7000,800,上,18-32F 空中判定 空中ヒット時吹き飛びダウン ※ガード時硬直8F減少,enriched_review_required,uncomparable_basic_field:recovery,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""27-29"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""720"", ""official_raw"": ""720"", ""supercombo"": ""720"", ""supercombo_raw"": ""720""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""※21"", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""3+18(10) land""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""27"", ""official_raw"": ""27"", ""supercombo"": ""27"", ""supercombo_raw"": ""27""}}",,,,,Normals and Target Combos,ground_normal,kimberly_6hk,6HK,Hisen Kick,720,27,3,3+18(10) land,50(42),+1(+2),-3,LH,Jmp,21 (hop),,20% Starter,+5(+6),-14,,,+5(+6),+1,25(26),13,17,4000,[7000],3000,800 (560),400 (200),,,18-32 (FKD),2.923 (2.901),,1,1,4,,,,SF6_Kimberly_6hk.png,SF6_Kimberly_6hk_hitbox.png,"Can hop over low pokes for a Punish Counter combo; puts airborne opponents into limited juggle state; can cancel into forward, neutral, or back jump on hit or block; 8f less recovery on block only; 1f more hitstun vs. crouching opponents; much shorter range on the final active frame"
2,特殊技,22,矢来越え,（飛箭蹴後に） key-ul key-or key-u key-or key-ur,"[{""type"": ""text"", ""value"": ""矢来越え""}, {""type"": ""text"", ""value"": ""（飛箭蹴後に）""}, {""type"": ""image"", ""value"": ""key-ul"", ""src"": ""/6/assets/images/common/controller/key-ul.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-ul.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-or"", ""src"": ""/6/assets/images/common/controller/key-or.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-or.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-u"", ""src"": ""/6/assets/images/common/controller/key-u.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-u.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-or"", ""src"": ""/6/assets/images/common/controller/key-or.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-or.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-ur"", ""src"": ""/6/assets/images/common/controller/key-ur.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-ur.png"", ""class_name"": """"}, {""type"": ""separator"", ""value"": ""|""}]",,,着地後3,-10,-22,,0,,0,0,0,0,,ジャンプ動作中空中技でキャンセル可能,official_only,,unmatched,,0,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,特殊技,23,肘落とし,（前ジャンプの頂点付近で） key-d key-plus icon_punch_m 中,"[{""type"": ""text"", ""value"": ""肘落とし""}, {""type"": ""text"", ""value"": ""（前ジャンプの頂点付近で）""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",13,13-25,着地後8,,,,540,,1000,-2500,-4000,500,上,空中ヒット時叩きつけダウン,enriched_review_required,"basic_field_conflict:active_duration,damage,startup;uncomparable_basic_field:recovery;supercombo_row_reused",matched,exact_input+family_input+same_family+category_move_type,1,"active_duration,damage,startup","{""active_duration"": {""comparable"": true, ""match"": false, ""official"": ""13"", ""official_raw"": ""13-25"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": false, ""official"": ""540"", ""official_raw"": ""540"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": false, ""official"": ""land:8"", ""official_raw"": ""着地後8"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""13(15)""}, ""startup"": {""comparable"": true, ""match"": false, ""official"": ""13"", ""official_raw"": ""13"", ""supercombo"": ""6"", ""supercombo_raw"": ""6""}}",,,,,Normals and Target Combos,ground_normal,kimberly_2mp,2MP,Crouching Medium Punch,500,6,3,13(15),21(23),+7,-1,LH,Sp SA,15,,,+11,-14,+12,+4,+11,+3,23,15,11,2500,[5000],1200,600 (420),300 (150),,,,1.11,,1,1,0,,,,SF6_Kimberly_2mp.png,SF6_Kimberly_2mp_hitbox.png,"2f extra recovery on whiff; important combo tool; Run~Stop cancel: -1/-9 (OD: +2/-6); special/DR cancel is delayed until after 2nd active frame; extends a hurtbox on whiff until the end of recovery (feet 6-23f, arm 6-15f with partial retraction 16-23f)"
