category_order,category,row_order,move_name,input_raw_display,input_token_json,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scaling,drive_gain_on_hit,drive_loss_on_block,drive_loss_on_punish_counter,sa_gain,attribute,notes,enrichment_status,enrichment_review_flags,supercombo_match_status,supercombo_match_method,supercombo_candidate_count,supercombo_field_conflicts,supercombo_field_comparisons_json,human_review_status,human_review_decision,human_review_value_policy,human_review_note,supercombo_section,supercombo_move_type,supercombo_move_id,supercombo_input,supercombo_name,supercombo_damage,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_total,supercombo_hit_advantage,supercombo_block_advantage,supercombo_guard,supercombo_cancel,supercombo_hitconfirm,supercombo_chip,supercombo_damage_scaling,supercombo_punish_advantage,supercombo_perfect_parry_advantage,supercombo_drive_rush_cancel_on_hit,supercombo_drive_rush_cancel_on_block,supercombo_after_drive_rush_on_hit,supercombo_after_drive_rush_on_block,supercombo_hitstun,supercombo_blockstun,supercombo_hitstop,supercombo_drive_damage_block,supercombo_drive_damage_hit,supercombo_drive_gain,supercombo_super_gain_hit,supercombo_super_gain_block,supercombo_invuln,supercombo_armor,supercombo_airborne,supercombo_attack_range,supercombo_range_notes,supercombo_juggle_start,supercombo_juggle_increase,supercombo_juggle_limit,supercombo_projectile_speed,supercombo_pushback_hit,supercombo_pushback_block,supercombo_images,supercombo_hitboxes,supercombo_notes
1,通常技,1,立ち弱P （蛇突）,icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""立ち弱P （蛇突）""}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",5,5-6,7,4,-1,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""5-6"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""300"", ""official_raw"": ""300"", ""supercombo"": ""300"", ""supercombo_raw"": ""300""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""7"", ""official_raw"": ""7"", ""supercombo"": ""7"", ""supercombo_raw"": ""7""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""5"", ""official_raw"": ""5"", ""supercombo"": ""5"", ""supercombo_raw"": ""5""}}",,,,,Normals and Target Combos,ground_normal,a.k.i._5lp,5LP,Standing Light Punch,300,5,2,7,13,+4,-1,LH,Sp SA TC,"12 Sp, 14 TC",,20% Starter,+8,-7,+3,-2,+8,+3,13,8,9,500,[2000],250,300 (210),150 (75),,,,0.90,Short range punish into 5LP~LP Target Combo,1,1,0,,,,SF6_A.K.I._5lp.png,SF6_A.K.I._5lp_hitbox.png,"Sinister Slide cancel: +1/-4; short range and not chainable, primarily used for the 5LP~LP Target Combo"
2,特殊技,23,渾沌 （2段目）,icon_punch_l 弱 arrow_3 icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""渾沌 （2段目）""}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""image"", ""value"": ""arrow_3"", ""src"": ""/6/assets/images/common/controller/arrow_3.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/arrow_3.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",8,8-9,15,1,-3,C,300,,500,-1000,-4000,400,上,,enriched_review_required,"condition_dependent_supercombo_field:damage,recovery;uncomparable_basic_field:damage,recovery",matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""2"", ""official_raw"": ""8-9"", ""supercombo"": ""2"", ""supercombo_raw"": ""2""}, ""damage"": {""comparable"": false, ""official"": ""300"", ""official_raw"": ""300"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""300"", ""supercombo_raw"": ""300(240)""}, ""recovery"": {""comparable"": false, ""official"": ""15"", ""official_raw"": ""15"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""15"", ""supercombo_raw"": ""15(17)""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""8"", ""official_raw"": ""8"", ""supercombo"": ""8"", ""supercombo_raw"": ""8""}}",,,,,Normals and Target Combos,ground_normal,a.k.i._5lp_lp,5LP~LP,Hun Dun,300(240),8,2,15(17),24(26),+1,-3,LH,Sp SA,32~33 (13),,,+5,-17,+6,+4,,,18,16,10,1000,[4000],500,400 (280),200 (100),,,,,,1,1,1,,,,SF6_A.K.I._5lp_lp.png,SF6_A.K.I._5lp_lp_hitbox.png,"2f extra recovery on block; 2nd LP can be input with any non-crouching direction; () refers to scaled damage from 5LP combo starter; has a 3f blockstring gap between hits; combos into 236LP/MP/HP, 214HP, 214PP, or close range 214LP; Sinister Slide cancel: +6/+4; DR cancel is delayed until after 1st recovery frame"
2,特殊技,24,窮奇 （2段目）,icon_punch_h 強 arrow_3 icon_punch_h 強,"[{""type"": ""text"", ""value"": ""窮奇 （2段目）""}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""image"", ""value"": ""arrow_3"", ""src"": ""/6/assets/images/common/controller/arrow_3.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/arrow_3.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",14,14-16,24,D,-15,,400,コンボ補正10%,3000,-6000,-10000,600,上,ヒット時毒状態 毒状態中にヒット時毒破裂 毒破裂時吹き飛び挙動変化,enriched_review_required,condition_dependent_supercombo_field:recovery;uncomparable_basic_field:recovery,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""14-16"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""400"", ""official_raw"": ""400"", ""supercombo"": ""400"", ""supercombo_raw"": ""400""}, ""recovery"": {""comparable"": false, ""official"": ""24"", ""official_raw"": ""24"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""24"", ""supercombo_raw"": ""24(29)""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""14"", ""official_raw"": ""14"", ""supercombo"": ""14"", ""supercombo_raw"": ""14""}}",,,,,Normals and Target Combos,ground_normal,a.k.i._5hp_hp,5HP~HP,Qiong Qi,400,14,3,24(29),40(45),KD +34[+54],-15,LH,-,,,,KD +34[+54],,,,,,,17,13,6000,[10000],3000 [TB: 5000],600 (420),300 (150),,,,,,1,1,4,,,,SF6_A.K.I._5hp_hp.png,SF6_A.K.I._5hp_hp_hitbox.png,"5f extra recovery on block; poisons the opponent on hit; triggers Toxic Blossom, launching opponent into limited juggle state; always a true blockstring even at max delay; hitconfirmable from 5HP"
3,必殺技,25,紫煙砲,key-d key-dl key-l key-plus icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""紫煙砲""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",17,,全体 52,-5,-10,※SA3,500,,1000,-2500,-2000,600,上・弾,ヒット時毒状態 30-36F専用技でキャンセル可 ※35-52F OD版蛇軽功でキャンセル可,enriched_review_required,"uncomparable_basic_field:active_duration,recovery;multiple_candidates",matched,exact_input+same_family+category_move_type+startup_match+damage_match,3,,"{""active_duration"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""damage"": {""comparable"": true, ""match"": true, ""official"": ""500"", ""official_raw"": ""500"", ""supercombo"": ""500"", ""supercombo_raw"": ""500""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""全体 52"", ""reason"": ""official_uncomparable"", ""supercombo"": ""35"", ""supercombo_raw"": ""35""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""17"", ""official_raw"": ""17"", ""supercombo"": ""17"", ""supercombo_raw"": ""17""}}",,,,,Specials,special,a.k.i._214lp,214LP,Nightshade Pulse,500,17,-,35,52,-5,-10,LH,SA3,4 SA,125,,-1,-25,,,,,31,26,(8),2500,[2000],1000,600 (420),300 (150),,,,,,1,1,1,0.04,,,SF6_A.K.I._214lp.png,SF6_A.K.I._214lp_hitbox.png,Slow-moving 1-hit projectile; can be extremely plus on hit/block from longer ranges or when used with meaty timing; poisons the opponent on hit; extended arm hurtbox is projectile invincible 16-41f; 6P follow-up can be input on frames 30-36 (detonates bubble if it hasn't yet collided with opponent); cancelable into 236KK from frame 36 until end of recovery (can help avoid punishes or advance forward for pressure)
3,必殺技,26,紫煙追,（紫煙砲中に） key-r key-plus icon_punch,"[{""type"": ""text"", ""value"": ""紫煙追""}, {""type"": ""text"", ""value"": ""（紫煙砲中に）""}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch"", ""src"": ""/6/assets/images/common/controller/icon_punch.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch.png"", ""class_name"": """"}, {""type"": ""separator"", ""value"": ""|""}]",13,13-14,34,-4,-16,SA3,※500,,1000,-2500,-2000,600,上,ヒット時毒状態 毒状態中にヒット時毒破裂 ※毒破裂時ダメージ800/吹き飛びダウン 飛び道具相殺判定あり（1回）,official_only,,unmatched,,0,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,必殺技,27,OD 紫煙砲,key-d key-dl key-l key-plus icon_punch icon_punch,"[{""type"": ""text"", ""value"": ""OD 紫煙砲""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch"", ""src"": ""/6/assets/images/common/controller/icon_punch.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch"", ""src"": ""/6/assets/images/common/controller/icon_punch.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch.png"", ""class_name"": """"}, {""type"": ""separator"", ""value"": ""|""}]",16,,全体 44,D,1,※SA2,700,始動補正20％,0,-2000,-5000,600,上・弾,ヒット時毒状態 34-35F専用技でキャンセル可 ※32-33F OD版蛇軽功でキャンセル可,enriched_review_required,"uncomparable_basic_field:active_duration,damage,recovery",matched,exact_input+family_input+same_family+category_move_type+startup_match,1,,"{""active_duration"": {""comparable"": false, ""official"": """", ""official_raw"": """", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""damage"": {""comparable"": false, ""official"": ""700"", ""official_raw"": ""700"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""300,400""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""全体 44"", ""reason"": ""official_uncomparable"", ""supercombo"": ""28"", ""supercombo_raw"": ""28""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""16"", ""official_raw"": ""16"", ""supercombo"": ""16"", ""supercombo_raw"": ""16""}}",,,,,Specials,special,a.k.i._214pp,214PP,Nightshade Pulse,"300,400",16,-,28,44,KD +45,+1,LH,SA2 SA3,12 SA,"75,100",20% Starter,KD +45,-7,,,,,,30 total,"(7,6)",1000x2,[2500x2],-20000,300x2 (210x2),150x2 (75x2),,,,,,"0,1","0,2","2,2","0.02 (1-3f), 0.04 (4f~)",,,SF6_A.K.I._214pp.png,SF6_A.K.I._214pp_hitbox.png,Slow-moving 2-hit OD projectile; can be extremely plus on block from longer ranges or when used with meaty timing; poisons the opponent on hit; 2nd hit knocks opponent into limited juggle state; extended arm hurtbox is projectile invincible 16-36f; 6P follow-up can be input on frames 34-35 (detonates bubble if both hits haven't yet collided with opponent); cancelable into 236KK on frames 32-33 (can help avoid punishes)
3,必殺技,28,OD 紫煙追,（OD紫煙砲中に） key-r key-plus icon_punch,"[{""type"": ""text"", ""value"": ""OD 紫煙追""}, {""type"": ""text"", ""value"": ""（OD紫煙砲中に）""}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch"", ""src"": ""/6/assets/images/common/controller/icon_punch.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch.png"", ""class_name"": """"}, {""type"": ""separator"", ""value"": ""|""}]",13,13-17,28,D,-13,SA2,※600,コンボ補正20%,0,-2500,-2000,600,上,ヒット時毒状態 毒状態中にヒット時毒破裂 ※毒破裂時ダメージ800/吹き飛びダウン 飛び道具相殺判定あり（1回）,official_only,,unmatched,,0,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,必殺技,29,紫煙追 （炸裂）,,"[{""type"": ""text"", ""value"": ""紫煙追 （炸裂）""}, {""type"": ""separator"", ""value"": ""|""}]",,,,D,,,800,,1000,-1000,-2500,300,上・弾,ヒット時毒状態,official_only,,unmatched,,0,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,必殺技,30,OD 紫煙追 （炸裂）,,"[{""type"": ""text"", ""value"": ""OD 紫煙追 （炸裂）""}, {""type"": ""separator"", ""value"": ""|""}]",,,,D,,,1600,,0,-3500,-2500,900,上・弾,ヒット時毒状態,official_only,,unmatched,,0,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,必殺技,31,紫泡泉,key-d key-dl key-l key-plus icon_punch_m 中,"[{""type"": ""text"", ""value"": ""紫泡泉""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",26,※,全体 46,,,,0,,0,0,0,0,,毒溜まり接触時毒状態 設置した毒溜まりは160F持続,enriched_review_required,"uncomparable_basic_field:active_duration,damage,recovery;multiple_candidates",matched,exact_input+same_family+category_move_type+startup_match,3,,"{""active_duration"": {""comparable"": false, ""official"": """", ""official_raw"": ""※"", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""[160]""}, ""damage"": {""comparable"": false, ""official"": ""0"", ""official_raw"": ""0"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""-""}, ""recovery"": {""comparable"": false, ""official"": """", ""official_raw"": ""全体 46"", ""reason"": ""official_uncomparable"", ""supercombo"": ""20"", ""supercombo_raw"": ""20""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""26"", ""official_raw"": ""26"", ""supercombo"": ""26"", ""supercombo_raw"": ""26""}}",,,,,Specials,special,a.k.i._214mp,214MP,Orchid Spring,-,26,[160],20,46,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF6_A.K.I._214mp.png,SF6_A.K.I._214mp_hitbox.png,"Places a pool of poison on the ground that poisons the opponent; poison cannot be blocked, and is constantly reapplied as long as the opponent is in close proximity; cannot use another 214MP until the first one has dissipated (can exist alongside SA2 poison pool, but the poison damage does not stack between them); A.K.I. is in a counter-hit state for entire 46f attack animation"
3,必殺技,32,紫泡撒,key-d key-dl key-l key-plus icon_punch_h 強,"[{""type"": ""text"", ""value"": ""紫泡撒""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dl"", ""src"": ""/6/assets/images/common/controller/key-dl.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dl.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-l"", ""src"": ""/6/assets/images/common/controller/key-l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-l.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",13,13-38,13,D,-4,SA3,800,即時補正15%,2000,-3000,-4000,600,上,ヒット時毒状態,enriched_review_required,"uncomparable_basic_field:active_duration,damage;multiple_candidates",matched,exact_input+same_family+category_move_type+startup_match+recovery_match,3,,"{""active_duration"": {""comparable"": false, ""official"": ""26"", ""official_raw"": ""13-38"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""3(14)9""}, ""damage"": {""comparable"": false, ""official"": ""800"", ""official_raw"": ""800"", ""reason"": ""supercombo_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""200,600""}, ""recovery"": {""comparable"": true, ""match"": true, ""official"": ""13"", ""official_raw"": ""13"", ""supercombo"": ""13"", ""supercombo_raw"": ""13""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""13"", ""official_raw"": ""13"", ""supercombo"": ""13"", ""supercombo_raw"": ""13""}}",,,,,Specials,special,a.k.i._214hp,214HP,Toxic Wreath,"200,600",13,3(14)9,13,51,KD +40,-4,LH,SA3,33(6) SA,"50,150",15% Immediate,KD +40,-20,,,,,,"20,18 (35 total)","10,2(4)",1500x2,[2000x2],1000x2,300x2 (210x2),150x2 (75x2),,,,1.77 (1.08),,"1,2","1,1","1,2",,,,SF6_A.K.I._214hp.png,"SF6_A.K.I._214hp_hitbox.png, SF6_A.K.I._214hp_hitbox2.png","Strike hitbox (no projectile durability); poisons opponent on hit; puts opponent into limited juggle state; extended arm is projectile invincible 13-21f; useful combo and juggle tool; relatively safe blockstring ender, but can whiff in cancels outside close range; can get significantly better frame advantage on a late meaty connect (up to +4 on block); leaves a 2f blockstring gap when canceled from 5LK, or a 4f gap (trade combo) when canceled from 2LP; 6f hitconfirm window into SA3 refers to 2nd hit only"
3,必殺技,33,弱 蛇頭鞭,key-d key-dr key-r key-plus icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""弱 蛇頭鞭""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dr"", ""src"": ""/6/assets/images/common/controller/key-dr.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dr.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",14,14-16,26,1,-8,SA3,※500,,2000,-3000,-5000,600,上,ヒット時毒状態 毒状態中にヒット時毒破裂 ※毒破裂時ダメージ800/吹き飛びダウン 飛び道具相殺判定あり（1回） パニッシュカウンター時に膝崩れダウンに ＋16 ※毒破裂時＋22,enriched_review_required,"condition_dependent_supercombo_field:recovery;uncomparable_basic_field:damage,recovery;multiple_candidates",matched,exact_input+same_family+category_move_type+startup_match+active_duration_match,3,,"{""active_duration"": {""comparable"": true, ""match"": true, ""official"": ""3"", ""official_raw"": ""14-16"", ""supercombo"": ""3"", ""supercombo_raw"": ""3""}, ""damage"": {""comparable"": false, ""official"": """", ""official_raw"": ""※500"", ""reason"": ""both_uncomparable"", ""supercombo"": """", ""supercombo_raw"": ""500[800]""}, ""recovery"": {""comparable"": false, ""official"": ""26"", ""official_raw"": ""26"", ""reason"": ""condition_dependent_supercombo_field"", ""supercombo"": ""20"", ""supercombo_raw"": ""20(26)""}, ""startup"": {""comparable"": true, ""match"": true, ""official"": ""14"", ""official_raw"": ""14"", ""supercombo"": ""14"", ""supercombo_raw"": ""14""}}",,,,,Specials,special,a.k.i._236lp,236LP,Serpent Lash,500[800],14,3,20(26),36(42),+1(+3) [KD +44(46)],-8(-6),LH,SA3,16[17],125,,KD +55[+61] Crumple,-27(-25),,,,,24,15,12[13],3000,[5000],2000 [TB: 4000],600 (420),300 (150),,,,,,1 / [1] [-1 PC],1,3,,,,SF6_A.K.I._236lp.png,SF6_A.K.I._236lp_hitbox.png,Strike hitbox with 1-hit projectile durability; poisons opponent on hit; [Toxic Blossom] hit launches opponent into a limited juggle state (can follow up with corner 236HP from close range); 6f extra recovery on whiff; slightly better frame advantage from longer ranges; extended arm is projectile invincible 13-16f; sets up a strong corner safe jump on Toxic Blossom hit but requires sacrificing the extra juggle; Punish Counter crumple puts opponent into limited juggle state (cannot follow up with grounded combo); Toxic Blossom PC juggle gives much stronger juggle follow-ups midscreen
