category_order,category,row_order,move_name,input_raw_display,input_token_json,startup,active,recovery,on_hit,on_block,cancel,damage,combo_scaling,drive_gain_on_hit,drive_loss_on_block,drive_loss_on_punish_counter,sa_gain,attribute,notes,enrichment_status,enrichment_review_flags,supercombo_match_status,supercombo_match_method,supercombo_candidate_count,supercombo_field_conflicts,supercombo_field_comparisons_json,human_review_status,human_review_decision,human_review_value_policy,human_review_note,supercombo_section,supercombo_move_type,supercombo_move_id,supercombo_input,supercombo_name,supercombo_damage,supercombo_startup,supercombo_active,supercombo_recovery,supercombo_total,supercombo_hit_advantage,supercombo_block_advantage,supercombo_guard,supercombo_cancel,supercombo_hitconfirm,supercombo_chip,supercombo_damage_scaling,supercombo_punish_advantage,supercombo_perfect_parry_advantage,supercombo_drive_rush_cancel_on_hit,supercombo_drive_rush_cancel_on_block,supercombo_after_drive_rush_on_hit,supercombo_after_drive_rush_on_block,supercombo_hitstun,supercombo_blockstun,supercombo_hitstop,supercombo_drive_damage_block,supercombo_drive_damage_hit,supercombo_drive_gain,supercombo_super_gain_hit,supercombo_super_gain_block,supercombo_invuln,supercombo_armor,supercombo_airborne,supercombo_attack_range,supercombo_range_notes,supercombo_juggle_start,supercombo_juggle_increase,supercombo_juggle_limit,supercombo_projectile_speed,supercombo_pushback_hit,supercombo_pushback_block,supercombo_images,supercombo_hitboxes,supercombo_notes
1,通常技,1,立ち弱P（ノーシ）,icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""立ち弱P（ノーシ）""}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",6,6-8,10,4,-2,C,300,始動補正20%,250,-500,-2000,300,上,連打キャンセル対応,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""match"": true, ""official"": ""3"", ""supercombo"": ""3""}, ""damage"": {""match"": true, ""official"": ""300"", ""supercombo"": ""300""}, ""recovery"": {""match"": true, ""official"": ""10"", ""supercombo"": ""10""}, ""startup"": {""match"": true, ""official"": ""6"", ""supercombo"": ""6""}}",,,,,Normals and Target Combos,ground_normal,jp_5lp,5LP,Standing Light Punch,300,6,3,10,18,+4,-2,LH,Chn Sp SA,13,,20% Starter,+8,-11,+6,0,+8,+2,17,11,9,500,[2000],250,300 (210),150 (75),,,,1.22,,1,1,0,,,,SF6_JP_5lp.png,SF6_JP_5lp_hitbox.png,Chains into 5LP/2LP/2LK; DR cancel is delayed until after 2nd active frame
2,特殊技,26,ジラントナガー,icon_kick_h 強 arrow_3 icon_punch_h 強 arrow_3 icon_kick_h 強,"[{""type"": ""text"", ""value"": ""ジラントナガー""}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""image"", ""value"": ""arrow_3"", ""src"": ""/6/assets/images/common/controller/arrow_3.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/arrow_3.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""image"", ""value"": ""arrow_3"", ""src"": ""/6/assets/images/common/controller/arrow_3.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/arrow_3.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_kick_h"", ""src"": ""/6/assets/images/common/controller/icon_kick_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_kick_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",21,21-23,22,3,-4,,1000,,2000,-5000,-10000,1000,下,,enriched,,matched,exact_input+family_input+same_family+category_move_type+startup_match+active_duration_match+recovery_match+damage_match,1,,"{""active_duration"": {""match"": true, ""official"": ""3"", ""supercombo"": ""3""}, ""damage"": {""match"": true, ""official"": ""1000"", ""supercombo"": ""1000""}, ""recovery"": {""match"": true, ""official"": ""22"", ""supercombo"": ""22""}, ""startup"": {""match"": true, ""official"": ""21"", ""supercombo"": ""21""}}",,,,,Normals and Target Combos,ground_normal,jp_5hk_hp_hk,5HK~HP~HK,Zilant Low,1000,21,3,22,45,+3,-4,L,-,,,,+7,-23,,,,,28,21,13,5000,[10000],2000,1000 (700),500 (250),,,,,,,,,,,,SF6_JP_5hk_hp_hk.png,SF6_JP_5hk_hp_hk_hitbox.png,TC low ender; does not combo naturally from 5HK~HP; 8f blockstring gap makes it easily interruptible
3,必殺技,27,弱 トリグラフ,key-d key-d key-plus icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""弱 トリグラフ""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",22,22-31,全体 55,D,-2,SA3,800,,1000,-2500,-3000,800,上・弾,,enriched,supercombo_row_reused,matched,family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,,"{""active_duration"": {""match"": true, ""official"": ""10"", ""supercombo"": ""10""}, ""damage"": {""match"": true, ""official"": ""800"", ""supercombo"": ""800""}, ""startup"": {""match"": true, ""official"": ""22"", ""supercombo"": ""22""}}",,,,,Specials,special,jp_22p,22P,Triglav,800,22,10,24,55,KD +44,-2,LH,SA3,17,200,,KD +44,-23,,,,,,32,8,2500,[3000],1000,800 (560),400 (200),,,,,,1,6,26,,,,SF6_JP_22p.png,SF6_JP_22p_hitbox.png,"1-hit projectile; button strength determines spike position (LP close, MP mid, HP far); spike appears from the ground and travels upward (takes 3f to reach max height); in the corner, all versions stop at the edge of the screen; puts opponent into limited juggle state on hit; useful tool for zoning, juggles, and block pressure (can be very plus on block with meaty timing)"
3,必殺技,28,中 トリグラフ,key-d key-d key-plus icon_punch_m 中,"[{""type"": ""text"", ""value"": ""中 トリグラフ""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",22,22-31,全体 55,D,-2,SA3,800,,1000,-2500,-3000,800,上・弾,,enriched,supercombo_row_reused,matched,family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,,"{""active_duration"": {""match"": true, ""official"": ""10"", ""supercombo"": ""10""}, ""damage"": {""match"": true, ""official"": ""800"", ""supercombo"": ""800""}, ""startup"": {""match"": true, ""official"": ""22"", ""supercombo"": ""22""}}",,,,,Specials,special,jp_22p,22P,Triglav,800,22,10,24,55,KD +44,-2,LH,SA3,17,200,,KD +44,-23,,,,,,32,8,2500,[3000],1000,800 (560),400 (200),,,,,,1,6,26,,,,SF6_JP_22p.png,SF6_JP_22p_hitbox.png,"1-hit projectile; button strength determines spike position (LP close, MP mid, HP far); spike appears from the ground and travels upward (takes 3f to reach max height); in the corner, all versions stop at the edge of the screen; puts opponent into limited juggle state on hit; useful tool for zoning, juggles, and block pressure (can be very plus on block with meaty timing)"
3,必殺技,29,強 トリグラフ,key-d key-d key-plus icon_punch_h 強,"[{""type"": ""text"", ""value"": ""強 トリグラフ""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",22,22-31,全体 55,D,-2,SA3,800,,1000,-2500,-3000,800,上・弾,,enriched,supercombo_row_reused,matched,family_input+same_family+category_move_type+startup_match+active_duration_match+damage_match,1,,"{""active_duration"": {""match"": true, ""official"": ""10"", ""supercombo"": ""10""}, ""damage"": {""match"": true, ""official"": ""800"", ""supercombo"": ""800""}, ""startup"": {""match"": true, ""official"": ""22"", ""supercombo"": ""22""}}",,,,,Specials,special,jp_22p,22P,Triglav,800,22,10,24,55,KD +44,-2,LH,SA3,17,200,,KD +44,-23,,,,,,32,8,2500,[3000],1000,800 (560),400 (200),,,,,,1,6,26,,,,SF6_JP_22p.png,SF6_JP_22p_hitbox.png,"1-hit projectile; button strength determines spike position (LP close, MP mid, HP far); spike appears from the ground and travels upward (takes 3f to reach max height); in the corner, all versions stop at the edge of the screen; puts opponent into limited juggle state on hit; useful tool for zoning, juggles, and block pressure (can be very plus on block with meaty timing)"
3,必殺技,30,OD 弱 トリグラフ,key-d key-d key-plus icon_punch_l 弱 icon_punch_m 中,"[{""type"": ""text"", ""value"": ""OD 弱 トリグラフ""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",20,20-39,全体 53,D,3,SA2,1000,始動補正20％,0,-3000,-5000,1000,上・弾,,enriched,supercombo_row_reused,matched,family_input+same_family+category_move_type+startup_match,1,,"{""startup"": {""match"": true, ""official"": ""20"", ""supercombo"": ""20""}}",,,,,Specials,special,jp_22pp,22PP,Triglav,500x2,20,"10,10",14,53,KD +53(+50),+3,LH,SA2 SA3,19,125x2,20% Starter,KD +57(+50),+3(-23),,,,,,37(27),"0,8",1500x2,[2500x2],-20000,500x2 (350x2),250x2 (125x2),,,,,,"1,1","10,10","10,20",,,,SF6_JP_22pp.png,SF6_JP_22PP_hitbox.png,"Spawns two separate 1-hit OD projectiles; spike position depends on button combination (LP+MP close, LP+HP mid, MP+HP far); each spike appears from the ground and travels upward (takes 3f to reach max height); in the corner, all versions stop at the edge of the screen; puts opponent into limited juggle state on hit; useful tool for zoning, juggles, and block pressure (can be very plus on block with meaty timing); frame advantage can increase slightly if the 2 spike hits are staggered; Punish Counter causes first spike to launch higher for increased KD Adv"
3,必殺技,31,OD 中 トリグラフ,key-d key-d key-plus icon_punch_l 弱 icon_punch_h 強,"[{""type"": ""text"", ""value"": ""OD 中 トリグラフ""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",20,20-39,全体 53,D,3,SA2,1000,始動補正20％,0,-3000,-5000,1000,上・弾,,enriched,supercombo_row_reused,matched,family_input+same_family+category_move_type+startup_match,1,,"{""startup"": {""match"": true, ""official"": ""20"", ""supercombo"": ""20""}}",,,,,Specials,special,jp_22pp,22PP,Triglav,500x2,20,"10,10",14,53,KD +53(+50),+3,LH,SA2 SA3,19,125x2,20% Starter,KD +57(+50),+3(-23),,,,,,37(27),"0,8",1500x2,[2500x2],-20000,500x2 (350x2),250x2 (125x2),,,,,,"1,1","10,10","10,20",,,,SF6_JP_22pp.png,SF6_JP_22PP_hitbox.png,"Spawns two separate 1-hit OD projectiles; spike position depends on button combination (LP+MP close, LP+HP mid, MP+HP far); each spike appears from the ground and travels upward (takes 3f to reach max height); in the corner, all versions stop at the edge of the screen; puts opponent into limited juggle state on hit; useful tool for zoning, juggles, and block pressure (can be very plus on block with meaty timing); frame advantage can increase slightly if the 2 spike hits are staggered; Punish Counter causes first spike to launch higher for increased KD Adv"
3,必殺技,32,OD 強 トリグラフ,key-d key-d key-plus icon_punch_m 中 icon_punch_h 強,"[{""type"": ""text"", ""value"": ""OD 強 トリグラフ""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",20,20-39,全体 53,D,3,SA2,1000,始動補正20％,0,-3000,-5000,1000,上・弾,,enriched,supercombo_row_reused,matched,family_input+same_family+category_move_type+startup_match,1,,"{""startup"": {""match"": true, ""official"": ""20"", ""supercombo"": ""20""}}",,,,,Specials,special,jp_22pp,22PP,Triglav,500x2,20,"10,10",14,53,KD +53(+50),+3,LH,SA2 SA3,19,125x2,20% Starter,KD +57(+50),+3(-23),,,,,,37(27),"0,8",1500x2,[2500x2],-20000,500x2 (350x2),250x2 (125x2),,,,,,"1,1","10,10","10,20",,,,SF6_JP_22pp.png,SF6_JP_22PP_hitbox.png,"Spawns two separate 1-hit OD projectiles; spike position depends on button combination (LP+MP close, LP+HP mid, MP+HP far); each spike appears from the ground and travels upward (takes 3f to reach max height); in the corner, all versions stop at the edge of the screen; puts opponent into limited juggle state on hit; useful tool for zoning, juggles, and block pressure (can be very plus on block with meaty timing); frame advantage can increase slightly if the 2 spike hits are staggered; Punish Counter causes first spike to launch higher for increased KD Adv"
3,必殺技,33,弱 ストリボーグ,key-d key-dr key-r key-plus icon_punch_l 弱,"[{""type"": ""text"", ""value"": ""弱 ストリボーグ""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dr"", ""src"": ""/6/assets/images/common/controller/key-dr.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dr.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_l"", ""src"": ""/6/assets/images/common/controller/icon_punch_l.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_l.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""弱""}, {""type"": ""separator"", ""value"": ""|""}]",16,16-21,全体 49,D,-10,SA3,1000,,2000,-3500,-5000,800,上,ジャストパリィ時はドライブゲージを10000増加 飛び道具相殺判定あり（1回）,enriched,multiple_candidates,matched,exact_input+same_family+category_move_type+startup_match,3,,"{""startup"": {""match"": true, ""official"": ""16"", ""supercombo"": ""16""}}",,,,,Specials,special,jp_236lp,236LP,Stribog,"300,700",16,"3,3",28,49,KD +38,-10,LH,SA3,27(11 proj),"75,175",,KD +38,-32(-29),,,,,,24(21),"13,(8)","1000,2500","[2000,3000]","500,1500","300,500 (210,350)","150,250 (75,125)",,,,1.56 (1st),,"2,1","1,1","1,50",,,,SF6_JP_236lp.png,"SF6_JP_236lp_hitbox1.png,F6_JP_236lp_hitbox2.png","1st hit is a strike hitbox that clashes with non-OD projectiles; 2nd hit is a 1-hit non-OD projectile (but can be Perfect Parried like a strike; together, both hits can nullify a 2-hit non-OD projectile; 2nd hit has more range than the 1st hit; puts opponents into limited juggle state on hit; cannot hit cross-up (behind JP); 8f hitstop when clashing with opponent's projectile; 2nd hit expands if the 1st hit connects (for combo consistency)"
3,必殺技,34,中 ストリボーグ,key-d key-dr key-r key-plus icon_punch_m 中,"[{""type"": ""text"", ""value"": ""中 ストリボーグ""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dr"", ""src"": ""/6/assets/images/common/controller/key-dr.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dr.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_m"", ""src"": ""/6/assets/images/common/controller/icon_punch_m.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_m.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""中""}, {""type"": ""separator"", ""value"": ""|""}]",20,20-26,全体 53,D,-8,SA3,1200,,2000,-3500,-5000,800,上,ジャストパリィ時はドライブゲージを10000増加 飛び道具相殺判定あり（1回）,enriched,multiple_candidates,matched,exact_input+same_family+category_move_type+startup_match,3,,"{""startup"": {""match"": true, ""official"": ""20"", ""supercombo"": ""20""}}",,,,,Specials,special,jp_236mp,236MP,Stribog,"400,800",20,3(1)3,27,53,KD +42,-8,LH,SA3,30(13 proj),"100,200",,KD +42,-32(-28),,,,,,26(22),"13,(8)","1000,2500","[2000,3000]","500,1500","300,500 (210,350)","150,250 (75,125)",,,,1.66 (1st),,"2,1","1,1","1,50",,,,SF6_JP_236mp1.png,"SF6_JP_236mp_hitbox1.png,SF6_JP_236mp_hitbox2.png","1st hit is a strike hitbox that clashes with non-OD projectiles; 2nd hit is a 1-hit non-OD projectile (but can be Perfect Parried like a strike; together, both hits can nullify a 2-hit non-OD projectile; 2nd hit has more range than the 1st hit; puts opponents into limited juggle state on hit; in the corner, launched high enough to juggle into the first hit of SA1; cannot hit cross-up (behind JP); 8f hitstop when clashing with opponent's projectile; 2nd hit expands if the 1st hit connects (for combo consistency)"
3,必殺技,35,強 ストリボーグ,key-d key-dr key-r key-plus icon_punch_h 強,"[{""type"": ""text"", ""value"": ""強 ストリボーグ""}, {""type"": ""image"", ""value"": ""key-d"", ""src"": ""/6/assets/images/common/controller/key-d.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-d.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-dr"", ""src"": ""/6/assets/images/common/controller/key-dr.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-dr.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-r"", ""src"": ""/6/assets/images/common/controller/key-r.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-r.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""key-plus"", ""src"": ""/6/assets/images/common/controller/key-plus.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/key-plus.png"", ""class_name"": """"}, {""type"": ""image"", ""value"": ""icon_punch_h"", ""src"": ""/6/assets/images/common/controller/icon_punch_h.png"", ""resolved_src"": ""https://www.streetfighter.com/6/assets/images/common/controller/icon_punch_h.png"", ""class_name"": """"}, {""type"": ""text"", ""value"": ""強""}, {""type"": ""separator"", ""value"": ""|""}]",28,28-42,全体 61,D,4,SA3,800,,2000,-3500,-5000,800,上,ジャストパリィ時はドライブゲージを10000増加 飛び道具相殺判定あり（1回） ジャストパリィ時硬直3F増加,enriched,multiple_candidates,matched,exact_input+same_family+category_move_type+startup_match,3,,"{""startup"": {""match"": true, ""official"": ""28"", ""supercombo"": ""28""}}",,,,,Specials,special,jp_236hp,236HP,Stribog,"300,500",28,3(9)3,19,61,KD +67(+87),+4,LH,SA3,31(6 proj),"75,125",,KD +67(+87),-35(-23),,,,,,36(26),"13,(8)","1000,2500","[2000,3000]","500,1500","300,500 (210,350)","150,250 (75,125)",,,,1.80 (1st),,"1,3","1,2","1,2",,,,SF6_JP_236hp.png,"SF6_JP_236hp_hitbox1.png,SF6_JP_236hp_hitbox2.png","1st hit is a strike hitbox that clashes with non-OD projectiles; 2nd hit is a 1-hit non-OD projectile (but can be Perfect Parried like a strike); together, both hits can nullify a 2-hit non-OD projectile (though the large gap between hits makes this impractical); 2nd hit has more range than the 1st hit; causes a wall bounce on hit (limited juggle state); cannot hit cross-up (behind JP); direct SA3 cancel will not usually juggle; 8f hitstop when clashing with opponent's projectile; 1st hit has 3f extra recovery when Perfect Parried, allowing a Drive Impact punish (recovery is unchanged if the 2nd attack hits opponent); 2nd hit expands if the 1st hit connects (for combo consistency)"
